Id,Manx,English
865321,beetys,beetroot 
865325,berreen,cake 
865329,berreenyn,cakes
865333,berrishyn,berries 
865337,berrishyn feeyney,grapes 
865341,boteil dy ushtey,bottle of water 
865345,braghtan-pronnag,hot dog 
865349,brishtag,biscuit 
865353,brishtagyn,biscuits 
865357,burgeyr,burger 
865361,caashey,cheese
865365,carradje,carrot 
865369,corran bwee,banana
865373,corranyn bwee,bananas 
865377,crispyn,crisps 
865381,cro-bainney,coconut 
865385,cucower,cucumber 
865389,feeyn,wine 
865393,figgyn,figs 
865397,gless d'ushtey,glass of water 
865401,grine brishey-trostey,breakfast cereal
865405,key riojit,ice cream
865409,leeim,lime 
865413,lettys,lettuce
865417,lhune,beer
865421,limon,lemon
865425,melloon,melon 
865429,miljanyn,sweets 
865433,nannys,pineapple
865437,noirid,orange 
865441,ooyl,apple 
865445,ooyllyn,apples 
865449,ooyl-ghraih,tomato 
865453,ooyllyn-graih,tomatoes 
865457,peear,pear
865461,peesh dy verreen,piece of cake 
865465,peetsey,pizza 
865469,pershagh,peach 
865473,pishyryn,peas 
865477,plumbys,plum 
865481,poanrey,bean 
865485,poanraghyn,beans 
865489,poanraghyn-glass,green beans 
865493,praase,potato 
865497,praaseyn,potatoes
865501,praaseyn millish,sweet potatoes
865505,pronnagyn,sausages 
865509,puiddin,pudding 
865513,puiddin y nollick,christmas pudding 
865517,pumkin,pumpkin 
865521,rio,ice 
865525,shaddag,grapefruit 
865529,shillish,cherry 
865533,shocklaid,chocolate 
865537,soo noirid,orange juice 
865541,sooghyn-crouw,raspberries 
865545,sooghyn-thallooin,strawberries
865549,spollagyn,chips 
865553,unnish,onion
865557,ushtey bolganagh,sparkling water 
865561,yoggyrt,yoghurt 
865565,braghtan,sandwich 
865569,ooh,egg
865573,oohyn,eggs 
865577,nane,one (1)
865581,jees,two (2)
865585,tree,three (3)
865589,kiare,four (4)
865593,queig,five (5)
865597,shey,six (6)
865601,shiaght,seven (7)
865605,hoght,eight (8)
865609,nuy,nine (9)
865613,jeih,ten (10)
865617,nane-jeig,eleven (11)
865621,daa-yeig,twelve (12)
865625,tree-jeig,thirteen (13)
865629,kiare-jeig,fourteen (14)
865633,queig-jeig,fifteen (15)
865637,shey-jeig,sixteen (16)
865641,shiaght-jeig,seventeen (17)
865645,hoght-jeig,eighteen (18)
865649,nuy-jeig,nineteen (19)
865653,feed,twenty (20)
866073,doo,black
866077,dhone,brown
866081,doo-ghorrym,dark bliue
866085,bane-ghorrym,light blue 
866089,geayney,green
866093,lheeah,grey
866097,jiarg-bwee,orange
866101,jiarg,red
866105,jiarg-bane,pink
866109,jiarg-gorrym,purple
866113,bane,white
866114,Cha ren agh neeym goll mairagh,
866117,bwee,yellow
866121,airh,gold
866125,argid,silver
866129,ooha,bronze
866145,faasaag,beard
866149,folt,hair 
866153,cleaysh,ear
866157,stroin,nose
866161,sooill,eye
866165,sooillyn,eyes
866169,mollee,eyebrow
866173,molleeyn,eyebrows
866177,mwannal,neck
866181,kione,head
866185,beeal,mouth 
866189,feeacklyn,teeth
866193,chengey,tongue
866197,dreeym,back
866201,corp,body
866205,roih,arm
866209,uillin,elbow
866213,mwannal-laue,wrist
866217,meir,fingers
866221,ordaag,thumb
866225,yngin,fingernail
866229,laue,hand
866233,lurgey,leg
866237,glioon,knee
866241,abane,ankle
866245,cass,foot
866249,meir-coshey,toes
866253,boyn,heel
866257,bolg,stomach
866261,cree,heart
866265,inÇhyn,brain
866269,crackan,skin
866273,eddin,face
866277,glaare-eddin,forehead
866281,smeggyl,chin
866285,gansee,jumper
866289,lheiney-t,t-shirt
866293,lheiney,shirt
866297,boandey,tie
866301,jaggad,jacket
866305,troosyn,trousers
866309,troosyn-cuttagh,shorts
866313,jeenyn,jeans
866317,cullee,suit
866321,gooyn,dress
866325,rumbyl,skirt
866329,troosyn-snaue,swimming shorts
866333,cullee-snaue,swimming costume
866341,carraneyn,sandals
866345,carraneyn-thie,slippers 
866349,yeeal-vraggey,shoelace
866353,braagyn,shoes
866357,braagyn-spoyrt,trainers 
866361,oashyryn,socks 
866365,bootsyn,boots
866369,carraneyn-traie,flip-flops
866373,fo-hroosyn,underpants
866377,braa,bra
866381,cryss,belt
866385,cramman,button 
866389,speckleyryn,glasses
866393,sooillaghyn-lhiantagh,contact lenses
866397,fainey,ring
866401,fainaghyn-cleayshey,earrings
866405,braishleid,bracelet 
866409,ooreyder,watch
866413,wollad,wallet
866417,poagey-laue,handbag
866421,scaaliaghee,umbrella
866425,cooat-fliaghee,raincoat
866429,laueanyn,gloves
866433,bussal-mwannal,scarf
866437,edd,hat
866441,bayrn,cap
866445,eaddagh,clothes
866449,sporran,purse
866487,lhiass-vraar,stepbrother
866491,lieh-vraar,half-brother
866495,lhiass-huyr,step sister
866499,lieh-huyr,half-sister 
866503,lhiass-vummig,step mum
866507,lhiass-voir,step mother 
866511,lhiass-yishig,step dad
866515,lhiass-ayr,step father
866519,mummig,mum 
866523,moir,mother
866527,naunt,aunt
866531,naim,uncle
866535,mac,son
866539,inneen,daughter
866543,shaner,grandfather 
866547,mwarree,grandmother
866551,shenn-warree,great grandmother 
866555,shenn-shaner,great grandfather
866559,oe,grandchild
866563,oe-neen,granddaughter
866567,oe-mac,grandson 
866571,aa-oe,great grandchild 
866575,shuyr,sister 
866579,braar,brother 
866583,jishig,dad 
866595,ayr,father 
866599,moir 'sy leigh,mother in law 
866603,ayr 'sy leigh,father in law 
866607,braar 'sy leigh,brother in law
866611,shuyr 'sy leigh,sister in law
866615,mac-braarey,nephew (brother's son)
866619,mac-shayrey,nephew (sister's son)
866623,inneen-vraarey,niece (brother's daughter)
866627,inneen-shayrey,niece (sister's daughter)
866631,braaraghyn,brothers
866635,shuyraghyn,sisters
866639,moiraghyn,mothers
866643,mummigyn,mums 
866647,ayraghyn,fathers 
866651,jishigyn,dads
866655,paarantyn,parents
866659,ta braar aym,i have a brother 
866663,ta un vraar aym,i have one brother 
866667,ta daa vraar aym,i have two brothers 
866671,ta three braaraghyn aym,i have three brothers 
866675,ta shuyr aym,i have a sister 
866679,ta un shuyr aym,i have one sister 
866683,ta daa huyr aym,i have two sisters 
866687,ta three shuyraghyn aym,i have three sisters 
866691,ta un vraar as daa huyr aym,i have one brother and two sisters
866695,ta daa vraar as un shuyr aym,i have two brothers and one sister
866699,cha nel braaraghyn aym,i don't have brothers 
866703,cha nel braaraghyn aym agh ta shuyraghyn aym,i don't have brothers but i have sisters
866707,ta kiare braaraghyn aym,i have four brothers 
866711,ta kiare shuyraghyn aym,i have four sisters
867113,Ren oo goll dys Balley Sallagh jea?,
867148,soie sheese,sit down 
867152,stap,stop
867156,gleash,move
867160,ny gleash,don't move
867164,tar dys shoh,come here
867168,bee dty host,be quiet 
867172,lhie sheese,lie down 
867176,shass seose,stand up 
867180,chyndaa mygeayrt,turn around
867184,tar neose,come down 
867188,cur dou eh,give it to me 
867192,yn afghanistaan,afghanistan
867196,yn argenteen,argentina
867200,yn austrail,australia
867204,yn austeyr,austria
867208,y vangladesh,bangladesh
867212,y velg,belgium 
867216,y vrasseel,brazil 
867220,y vritaan ,brittany
867224,y chanadey,canada 
867228,y Çhillee,chile
867232,y Çheen,china 
867236,y cholombey,colomba 
867240,y chorn,cornwall
867244,y choobey,cuba 
867248,y danvarg,denmark 
867252,yn eajipt,egypt 
867256,sostyn,england 
867260,yn eetoip,ethiopia
867264,finnlynn,finland 
867268,y rank,france 
867272,y ghermaan,germany 
867276,y ghreag,greece 
867280,greenlynn,greenland 
867284,yn ungaar,hungary 
867288,yn eeslynn,iceland 
867292,yn injey,india 
867296,in indoneesh,indonesia 
867300,yn eeran,iran 
867304,yn earack,iraq 
867308,ellan vannin,the isle of man 
867312,nalbin,scotland 
867316,nerin,ireland 
867320,yn ellan skianagh,the isle of skye 
867324,israel,israel 
867328,yn iddaal,italy 
867332,jamaikey,jamaica 
867336,y Çhapaan,japan
867340,meksico,mexico 
867344,y Çheer injil,the netherlands 
867348,y teelynn noa,new zealand 
867352,norlynn/ loghlynn,norway 
867356,ny h-ellanyn philippeenagh,philippines
867360,y pholynn,poland 
867364,y phortingal,portugal 
867368,y roosh,russia 
867372,yn araab saudi,saudi arabia 
867376,yn affrick yiass,south africa
867380,y spaainey,spain 
867384,y toolynn,sweden 
867388,yn elveeish,switzerland 
867392,y taiwaan,taiwan 
867396,y Çheer thai,thailand 
867400,yn ookraan,ukraine 
867404,y reeriaght unnsneysit,the united kingdom 
867408,steatyn unnaneysit america,the united states
867412,y vietnam,vietnam 
867416,y thalloo vretnagh,wales 
867420,graney,ugly 
867424,follym,empty 
867428,lane,full 
867432,roauyr,fat 
867436,keyl,thin 
867440,maynrey,happy 
867444,trimshagh,sad 
867448,ard,loud 
867452,feagh,quiet 
867456,foshlit,open 
867460,dooint,closed 
867468,tappee,quick 
867472,runt,round 
867476,giare,short 
867480,ard,tall
867484,lajer,strong 
867488,faase,weak 
867492,creoi,hard 
867496,bog,soft 
867500,fliugh,wet 
867504,chirrym,dry 
867508,shenn,old 
867512,aeg,young 
867516,mooar,big 
867520,beg,small
867524,lhean,wide 
867528,coon,narrow 
867532,jeeragh,straight 
867536,lhoobit,curved 
868113,Ren oo goll dys Balley ny Loghey riyr?,
869113,Ren as neeym goll reesht mairagh,
871113,Cha jeanym agh neeym shappal Jesarn,
873113,Neeym goll shooyl,
876113,Mie lesh Orry shooyl?,
877113,Ren Orry goll dys Rhumsaa riyr?,
878113,Cuin nee Orry goll dys Balley ny Loghey?,
879113,C'raad ta shoh?,
880113,Shoh Mwyllin Doo Aah,
881113,Ta mee shickyr,
882113,Ta mee shickyr dy vel eh feayr,
883113,Ta mee shickyr nagh vel eh feayr,
884113,Cha nel mee shickyr,
885113,C’raad ren Voirrey goll?,
886113,Ren oo goll dys Balley ny Loghey riyr?,
887113,S'mie lhiam as s'mie lhiam Balley ny Loghey,
888113,Cre nee oo mairagh ayns Balley ny Loghey?,
889113,Mie lhiat shooyl?,
890113,Cha nel mee feer vie,
892113,Ren mee goll magh oie Jedoonee,
893113,Vel Voirrey shooyl?,
894113,T’eh shooyl ayns Purt le Moirrey,
895113,Cre t'eh jannoo?,
896113,Shoh Conor Cummins,
897113,"Ta, t'eh cummal ayns Mannin",
898113,Cre’n laa ren Voirrey goll?,
899113,Cre s’mie lhiat?,
900113,S’mie lesh Orry gynsagh Gaelg,
901113,Nee Breeshey geaishtagh rish Radio Vannin,
903113,Gaelgeyr,
904113,Reesht,
905113,Cha mie lhiat spollagyn,
906113,er y fa nagh vel Orry cummal ayns Purt Çhiarn,
907113,Er y fa nagh vel eh feayr,
908113,Gaelg,
909113,Snaue,
910113,Cre nee oo kionnaghey ayns Shoprite?,
911113,Ren Hutchy cosney yn Ratçh Mooar?,
912113,Jean oo shappal ayns Doolish mairagh?,
913113,Beggan,
914113,T'ou geaishtagh rhym,
915113,Ta mee geaishtagh rhyt,
916113,Ta mee geaishtagh rish,
918113,Ta mee geaishtagh rish Breeshey,
920113,Fuirraghtyn rish,
921113,Meeteil rish,
922113,Coardail rish,
924113,Ta mee geaishtagh ree,
925113,Boghtynid,
926113,er y çhellvane,
927113,Quoi t'ou loayrt rish?,
928113,Cre t'ou geaishtagh rish?,
930113,Kiaull,
931113,Kiaull Manninagh,
932113,Vel oo geaishtagh rhym?,
933113,"Cha nel, ta mee geaishtagh ree",
934113,Jean oo meeteil ree mairagh?,
935113,C'raad nee oo meeteil ree?,
936113,C'raad nee oo meeteil rish Orry?,
937113,C'raad nee oo meeteil rhym?,
938113,Neeym meeteil ree ayns Doolish,
939113,Neeym meeteil rish Orry ayns Colby,
940113,Neeym meeteil rhyt ayns Rhumsaa,
941113,Ree,
942113,Rish,
943113,Rhym,
944113,Rhyt,
945113,Agh,
946113,Paays,
947113,Accyrys,
948113,Murran,
949113,Driss,
950113,Dreeys,
952113,Ta accyrys orrym,
953113,Vel paays ort?,
954113,Cha nel murran er,
955113,Nagh vel dreeys urree?,
956113,Ta accyrys er Jonee,
957113,Cre’n driss t’ort?,
958113,Vel murran ort?,
959113,Quoi t'ou jeeaghyn er?,
960113,"Ta, ta Paays orrym",
961113,Vel accyrys ort?,
962113,Cha nel agh ta paays orrym,
963113,"Ta, ta murran orrym",
964113,Ta mee jeeaghyn ort,
965113,Ta mee goll dys Ronague,
967113,orrym,
968113,ort,
969113,urree,
970113,er Jonee,
971113,Geddyn,
972113,Clashtyn,
973113,Roie,
974113,Fakin,
975113,Goaill arrane,
976113,Gollrish,
977113,Perkin,
978113,Eeast,
979113,Dy mie,
980113,Foddym,
981113,Foddee oo gee peetsey,
982113,Foddee eh giu caffee,
983113,Foddee ee gynsagh,
984113,Foddee Jamys clashtyn,
985113,Cha noddym,
986113,Cha nod oo loayrt,
987113,Cha nod eh jeeaghyn,
988113,Cha nod ee shooyl,
989113,Cha nod Laura roie,
990113,Noddym geaishtagh?,
991113,Nod oo fakin?,
992113,Nod oo snaue?,
993113,Cre oddys oo jannoo?,
994113,C’raad oddys oo goll?,
995113,Nod eh goaill arrane?,
996113,Nod ee geddyn bainney?,
997113,Nod Jamys goll magh?,
998113,Nagh noddym roie?,
999113,Nagh nod oo shooyl?,
1000113,Nagh nod eh gee?,
1001113,Nagh nod ee giu?,
1002113,Nagh nod Tony roie?,
1005113,Cha noddym snaue dy mie,
1006113,Foddym snaue gollrish perkin,
1007113,Foddym snaue gollrish eeast,
1008113,Foddee eh,
1009113,Cha nod eh,
1010113,Foddee ee,
1011113,Cha nod ee,
1012113,Foddym loayrt boghtynid,
1013113,Share lhiam Doolish,
1014113,Share lhiat Purt le Moirrey,
1015113,Share lesh Purt ny h-Inshey,
1016113,Share lhee Colby,
1017113,Share lesh Jo Rhumsaa,
1018113,Cha nhare lhiam Doolish,
1019113,Cha nhare lhiat Purt le Moirrey,
1020113,Cha nhare lesh Colby,
1021113,Cha nhare lhee Rhumsaa,
1022113,Cha nhare lesh Bob Laksaa,
1023113,Nhare lhiam loayrt?,
1024113,Nhare lhiat geaishtagh?,
1025113,Nhare lesh oohyn?,
1026113,Nagh nhare lhee soo mess,
1026113,Nhare lhee spollagyn?,
1027113,Nhare lesh Jo Dalby?,
1028113,Nagh nhare lhiam caashey?,
1029113,Nagh nhare lhiat shocklaid?,
1030113,Nagh nhare lesh bainney?,
1033113,Nagh nhare lesh Jo Juan?,
1034113,Caashey,
1035113,Soo mess,
1036113,Shocklaid çheh,
1037113,Oohyn,
1038113,Ooylyn,
1039113,Mess,
1040113,Mynroagan,
1041113,C'raad share lhiat?,
1042113,Quoi share lhiat?,
1044113,Cre share lhiat jannoo?,
1046113,Share lhiam Balley Chashtal,
1047113,Share lhiam Colby,
1048113,Share lhiam Creneash,
1049113,Share lhiam Purt le Moirrey,
1059113,er,
1060113,Vel murran er?,
1061113,Foddym snaue,
1062113,Cha noddym geaishtagh,
1063113,By vie lhiam ooyllyn,
1064113,By vie lhiat goll,
1065113,By vie lesh praaseyn,
1066113,By vie lhee caashey,
1067113,By vie lesh Jo oohyn,
1068113,Cha by vie lhiat giu,
1069113,Cha by vie lesh roie,
1070113,Cha by vie lhee cloie,
1071113,Cha by vie lesh Bob gee,
1072113,By vie lhiam fakin shen?,
1073113,By vie lhiat clashtyn?,
1074113,By vie lesh goaill arrane?,
1075113,By vie lhee çheet?,
1076113,By vie lesh Jo Dalby?,
1077113,Nagh by vie lhiam eh?,
1078113,Nagh by vie lhiat ee?,
1079113,Nagh by vie lesh oo?,
1080113,Nagh by vie lhee shin?,
1081113,Nagh by vie lesh Jo eh?,
1082113,Quoi by vie lesh goll?,
1083113,C’raad by vie lhiat goll?,
1084113,Cuin by vie lhiat gee?,
1085113,By vie,
1086113,Cha by vie,
1087113,Cha by vie lhiam gee,
1088113,Droghad Sulby,
1089113,Share lhiam Droghad Sulby,
1090113,By vie lhiam goll dys Droghad Sulby,
1091113,Cronk y Voddy,
1094113,Bayr Garroo,
1097113,Rheynn Cullen,
1098113,Share lhiam Rheynn Cullen,
1101113,C'raad by vie lhiat goll mleeaney?,
1102113,C’raad share lhiat fakin ny ratçhyn?,
1103113,Mleeaney,
1104113,Vel oo goll dys ny ratçhyn mleeaney?,
1105113,Nod oo goll dys ny ratçhyn mleeaney?,
1106113,Quoi by vie lhiat cosney mleeaney?,
1108113,By vie lhiam Guy Martin,
1109113,By vie lhiam Hutchy,
1111113,Droghad Vraddan,
1112113,By vie lhiat fakin ny ratçhyn mleeaney?,
1113113,Bare lhiam ooyllyn,
1114113,Bare lhiat Doolish,
1115113,Bare lesh praaseyn,
1116113,Bare lhee caashey,
1117113,Bare lesh Jo oohyn,
1118113,Cha bare lhiam gee,
1119113,Cha bare lhiat giu,
1120113,Cha bare lhee cloie,
1121113,Cha bare lesh goaill arrane,
1122113,Cha bare lesh Bob gobbragh,
1123113,Bare lhiam fakin shen?,
1124113,Bare lhiat clashtyn kiaull?,
1125113,Bare lesh goaill arrane?,
1126113,Bare lhee çheet?,
1127113,Bare lesh Jo Dalby?,
1128113,Nagh bare lhiam eh?,
1129113,Nagh bare lhiat ee?,
1130113,Nagh bare lesh oo?,
1131113,Nagh bare lhee shin?,
1132113,Nagh bare lesh Jo spollagyn?,
1133113,Quoi bare lesh goll?,
1134113,C’raad bare lhiat giu?,
1135113,C’raad bare lhee shooyl?,
1140113,C'raad bare lhiat cummal?,
1141113,Bare lhiam cummal ayns Purt le Moirrey,
1142113,Bare lhiam cummal ayns Colby,
1143113,Shegin dou goll,
1144113,Shegin dhyt gee,
1145113,Shegin da cloie,
1146113,Shegin jee giu,
1147113,Shegin da Jo clashtyn,
1148113,Cha nhegin dou çheet,
1149113,Cha nhegin dhyt shooyl,
1150113,Cha nhegin da jeeaghyn,
1151113,Cha nhegin jee loayrt,
1152113,Cha nhegin da Tom giu,
1153113,Nhegin dou goll magh?,
1154113,Nhegin dhyt fakin?,
1155113,Nhegin da gobbragh?,
1156113,Nhegin jee gimman?,
1158113,Nagh nhegin dou gee?,
1159113,Nagh nhegin dhyt goll?,
1160113,Nagh nhegin da roie?,
1161113,Nagh nhegin jee giu?,
1162113,Nagh nhegin da Jonee çheet?,
1163113,C’red shegin dhyt jannoo?,
1164113,C’raad shegin da goll?,
1165113,Quoi shegin da gimman?,
1166113,Shegin dou gobbragh,
1167113,Shegin da goll dys Colby,
1168113,Shegin jee gimman,
1169113,Shegin,
1170113,Cha nhegin,
1171113,Shione dou Juan,
1172113,Cha nhione dou Dollyn,
1173113,Nhione dhyt Juan?,
1174113,Nagh nhione dhyt Dollyn?,
1175113,Shione,
1176113,Cha nhione,
1177113,Faggys da,
1180113,Vel Bob cummal faggys jee?,
1181113,"Ta, t’eh cummal faggys jee",
1182113,Dou,
1183113,Dhyt,
1184113,Da,
1185113,Jee,
1186113,yn jiass,
1187113,yn twoaie,
1188113,T’eh ny smoo,
1189113,T’eh ny sloo,
1190113,T’eh ny smoo tappee,
1191113,T’eh ny smoo çhing,
1192113,Ta’n gleashtan aym ny smoo tappee,
1193113,Ta’n thie ny smoo çheh moghrey jiu,
1194113,T’eh ny smoo na mish,
1196113,T’eh ny smoo feayr na uss,
1200113,Va mee ny smoo tappee na eshyn,
1201113,Beeym ny share mairagh,
1202113,Çheh,
1203113,Vel eh ny smoo çheh ayns Colby?,
1204113,"Ta, t’eh ny smoo çheh",
1205113,"Ta, t'eh ny smoo feayr ayns Regaby",
1206113,Vel eh ny smoo feayr ayns Regaby?,
1207113,Vel eh ny smoo dangeyragh ayns Doolish?,
1208113,Cha nel eh dangeyragh ayns Doolish,
1209113,Barool Twoaie,
1210113,Barrool Jiass,
1211113,Sniaul,
1216113,My,
1217113,Dty,
1218113,Daa,
1219113,Baatey,
1220113,My vaatey,
1222113,Carrey,
1223113,My charrey,
1225113,Çhellvane,
1226113,My hellvane,
1227113,Dorrys,
1228113,My ghorrys,
1229113,My 'olt,
1230113,Garey,
1231113,My gharey,
1235113,My chayt,
1236113,Ta daa chayt aym,
1238113,Ta daa voddey aym,
1239113,My pherkin,
1241113,Shuyr,
1242113,My huyr,
1244113,My hie,
1249113,Ta daa hie aym,
1250113,Ta daa voddey ayns my gharey,
1252113,Kys t’ou Yuan?,
1253113,Kys t’ou Hom?,
1254113,Kys t’ou Vreeshey?,
1255113,Kys t’ou Pherick?,
1256113,Shoh Juan,
1257113,Shoh Breeshey,
1258113,Shoh Tom,
1259113,Shoh Perick,
1260113,Mooinjer Veggey,
1261113,Fastyr mie Vooinjer Veggey,
1262113,Moghrey mie Vooinjer Veggey,
1263113,Oie vie Vooinjer Veggey,
1264113,Kione Ghoolish,
1266113,Traie Phurt Çhiarn,
1267113,Lhie,
1268113,Soie,
1269113,Cadley,
1270113,Shassoo,
1271113,Tost,
1272113,Taaue,
1273113,Lomarcan,
1274113,Ta mee my Vanninagh,
1275113,T'ou dty Albinagh,
1276113,T'eh ny Vretnagh,
1277113,T'ee ny Bretnagh,
1283113,Vel oo dty ynseyder?,
1290113,Ta mee my chadley (cadley),
1291113,T'eh ny hassoo (shassoo),
1292113,T'ee ny lhie,
1294113,T'eh ny haaue,
1297113,Vel eh ny Vretnagh?,
1298113,Vel oo dty Vanninagh?,
1299113,T'ou dty hoie (soie),
1300113,Kione,
1301113,Bun,
1302113,Mullagh,
1303113,Fo,
1304113,er  y,
1305113,ayns y,
1306113,fo'n,
1307113,er y vaatey,
1311113,er y dorrys,
1314113,er y voddey,
1316113,er y traid,
1317113,er y pherkin,
1318113,Straid,
1319113,Slieau,
1320113,er y clieau,
1321113,C'raad ta Bob?,
1323113,C'raad ta Jonee?,
1324113,T'ee er y vaatey,
1325113,T'ee ayns y gharey,
1326113,T'eh ayns y thie,
1329113,T'ee ec kione y gharey,
1330113,T'eh er y traid,
1331113,T'eh er mullagh y clieau,
1339113,ec y,
1340113,er y thie,
1341113,Ta mee credjal,
1342113,ny smoo tappee,
1343113,Quoi ta ny smoo tappee er y clieau?,
1344113,Vel Cummins ny smoo tappee na McGuinness?,
1351113,C'raad ta dty voddey?,
1352113,T'eh ayns my hie,
1353113,T'eh ayns my gharey,
1354113,T'eh ayns my vaatey,
1355113,Mie lhiat Shocklaid çheh ?,
1356113,S’mie,
1357113,Cre share lhiat: Marmalade ny Marmite?,
1358113,Share lhiam Marmalade,
1359113,S'mie lhiam yn jees,
1360113,Cha mie lhiam Marmite,
1361113,T'ou quaagh agglagh gal,
1362113,Jean oo meeteil rish Jonee jiu?,
1363113,Neeym,
1364113,C'raad nee oo meeteil ree?,
1366113,Ren mee loayrt ree jea,
1367113,C’raad?,
1368113,er y çhellvane,
1369113,Vel accyrys ort?,
1370113,Cha nel agh ta paays orrym,
1371113,C'red t'ou geearree giu?,
1372113,Ta mee geearree ushtey,
1373113,Vel?,
1374113,"Ta, as ta driss orrym",
1375113,Ta accyrys agglagh orrym,
1376113,Nod oo snaue?,
1378113,Cha noddym. Nod oo?,
1379113,Foddym,
1380113,Foddym,
1381113,Nod oo snaue dy mie?,
1382113,Gollrish eeast,
1383113,Nod oo snaue gollrish Perkin?,
1384113,By vie lhiat jough?,
1385113,"By vie, gura mie ayd",
1386113,Cre by vie lhiat?,
1387113,By vie lhiam bainney my sailt,
1388113,Nagh by vie lhiat caffee?,
1389113,Cha by vie. Share lhiam bainney,
1390113,Share lhiam caffee doo,
1391113,C’raad bare lhiat cummal: Doolish ny Colby?,
1392113,Bare lhiam Doolish. As oo hene?,
1393113,Bare lhiam cummal ayns Colby,
1394113,Cre'n fa Colby?,
1395113,er y fa dy vel eh beg,
1396113,Share lhiam Doolish er y fa dy vel eh mooar,
1397113,Cre shegin dhyt jannoo jiu?,
1398113,Shegin dou goll dys Doolish,
1399113,Cre'n fa?,
1400113,Shegin dou loayrt rish Bob,
1401113,Cha nhione dou Bob,
1402113,Shione dou Bob dy mie,
1403113,Shegin dou shappal jiu,
1404113,Vel yn jiass ny share na'n twoaie?,
1405113,Er-lhiam dy vel,
1406113,Agh vel Ballabeg ny share na Rhumsaa?,
1407113,Er-lhiam nagh vel,
1408113,Cre'n fa nagh vel?,
1409113,Er y fa dy Rhumsaa ny smoo çheh,
1410113,My lhiat my hie?,
1411113,S'mie agh share lhiam thie Vreeshey,
1412113,Cre mychione my vaatey?,
1413113,Cre mychoine my phatio?,
1414113,Ta shen braew agh share lhiam baatey Yonee,
1415113,S'mie lhiam dty phatio as dty gharey,
1417113,By vie agh cha noddym,
1418113,S’bastagh shen,
1419113,Dy Jarroo. C’raad nee oo goll?,
1420113,Neeym goll dys Droghad Vraddan,
1421113,T’eh yindyssagh ec Droghad Vraddan,
1422113,Vel oo dty Vanninagh?,
1424113,As mee hene. Vel oo dty vleb?,
1425113,Ta mee my vleb nish as reesht,
1426113,Vel?,
1427113,Ta. Ass oo hene?,
1428113,Cha nel mee my vleb,
1429113,Quoi shen ayns dty phatio?,
1430113,Ta my voddey ayns my phatio,
1431113,Vel moddey ayd?,
1432113,Ta daa voddey aym,
1433113,C'raad ta'n moddey elley?,
1434113,T'eh er y clieau marish my huyr,
1435113,Ta Cummins feer tappee er y clieau,
1436113,T'eh tappee agglagh,
1437113,Vel Guy Martin ny smoo tappee?,
1438113,Ta mee shickyr dy vel,
